Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0004497~monooxygenase activity	5	2.617801047	0.002700856	"CYP39A1, PTGIS, CYP2B6, CYP2C8, CYP1A2"	170	58	16881	8.560344828	0.626352169	0.072930064	3.652104094
GOTERM_MF_DIRECT	GO:0005506~iron ion binding	7	3.664921466	0.004431855	"CYP39A1, PTGIS, CYP2B6, CYP2C8, CYP26A1, CYP2A6, CYP1A2"	170	153	16881	4.543137255	0.801463172	0.10906547	5.927308023
GOTERM_MF_DIRECT	GO:0008201~heparin binding	7	3.664921466	0.005499772	"FGFR2, CRISPLD2, CXCL13, RSPO3, CXCL6, THBS1, ABI3BP"	170	160	16881	4.344375	0.865668199	0.1252608	7.306007011
GOTERM_MF_DIRECT	GO:0004896~cytokine receptor activity	4	2.094240838	0.005522861	"LIFR, IL7R, GHR, IL13RA2"	170	36	16881	11.03333333	0.866798613	0.118379263	7.335606344
GOTERM_MF_DIRECT	GO:0008392~arachidonic acid epoxygenase activity	3	1.570680628	0.009603496	"CYP2B6, CYP2C8, CYP2A6"	170	15	16881	19.86	0.970179708	0.186672597	12.43152201
GOTERM_MF_DIRECT	"GO:0016712~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	3	1.570680628	0.009603496	"CYP2B6, CYP2A6, CYP1A2"	170	15	16881	19.86	0.970179708	0.186672597	12.43152201
GOTERM_MF_DIRECT	GO:0030169~low-density lipoprotein particle binding	3	1.570680628	0.009603496	"CRP, STAB2, THBS1"	170	15	16881	19.86	0.970179708	0.186672597	12.43152201
GOTERM_MF_DIRECT	GO:0005539~glycosaminoglycan binding	3	1.570680628	0.01372162	"BGN, DCN, HABP2"	170	18	16881	16.55	0.99345631	0.243764922	17.30976811
GOTERM_MF_DIRECT	GO:0031732~CCR7 chemokine receptor binding	2	1.047120419	0.019922872	"CCL21, CCL19"	170	2	16881	99.3	0.999341232	0.319912384	24.18213471
GOTERM_MF_DIRECT	GO:0017134~fibroblast growth factor binding	3	1.570680628	0.021961943	"FGFR2, CXCL13, THBS1"	170	23	16881	12.95217391	0.99969133	0.332463946	26.32353374
GOTERM_MF_DIRECT	GO:0043236~laminin binding	3	1.570680628	0.02570528	"ITGA9, THBS1, ECM1"	170	25	16881	11.916	0.999923566	0.363254254	30.10942439
GOTERM_MF_DIRECT	GO:0008395~steroid hydroxylase activity	3	1.570680628	0.027667083	"CYP2B6, CYP2C8, CYP2A6"	170	26	16881	11.45769231	0.999963301	0.3713724	32.02069748
GOTERM_MF_DIRECT	GO:0050840~extracellular matrix binding	3	1.570680628	0.027667083	"BGN, DCN, THBS1"	170	26	16881	11.45769231	0.999963301	0.3713724	32.02069748
GOTERM_MF_DIRECT	GO:0005201~extracellular matrix structural constituent	4	2.094240838	0.029609377	"BGN, COL14A1, LUM, TFPI2"	170	67	16881	5.928358209	0.999982276	0.378536511	33.86511754
GOTERM_MF_DIRECT	GO:0070330~aromatase activity	3	1.570680628	0.029687143	"CYP2B6, CYP2C8, CYP1A2"	170	27	16881	11.03333333	0.999982786	0.366866318	33.93798999
GOTERM_MF_DIRECT	GO:0042056~chemoattractant activity	3	1.570680628	0.029687143	"HGF, CCL5, CXCL12"	170	27	16881	11.03333333	0.999982786	0.366866318	33.93798999
GOTERM_MF_DIRECT	GO:0031735~CCR10 chemokine receptor binding	2	1.047120419	0.029735837	"CXCL13, CCL19"	170	3	16881	66.2	0.999983097	0.355655293	33.98358151
GOTERM_MF_DIRECT	GO:0033265~choline binding	2	1.047120419	0.039451126	"BCHE, CRP"	170	4	16881	49.65	0.999999566	0.430789974	42.51840818
GOTERM_MF_DIRECT	GO:0034875~caffeine oxidase activity	2	1.047120419	0.039451126	"CYP2C8, CYP1A2"	170	4	16881	49.65	0.999999566	0.430789974	42.51840818
GOTERM_MF_DIRECT	GO:0005501~retinoid binding	2	1.047120419	0.077354708	"PTGDS, RBP1"	170	8	16881	24.825	1	0.662233246	66.96302413
GOTERM_MF_DIRECT	GO:0005044~scavenger receptor activity	3	1.570680628	0.083353835	"MARCO, CD5L, STAB2"	170	48	16881	6.20625	1	0.677431141	69.79857238
GOTERM_MF_DIRECT	GO:0008092~cytoskeletal protein binding	3	1.570680628	0.083353835	"ANK3, ALDOB, EPB41L4A"	170	48	16881	6.20625	1	0.677431141	69.79857238
GOTERM_MF_DIRECT	GO:0045236~CXCR chemokine receptor binding	2	1.047120419	0.086595925	"CXCL6, CXCL12"	170	9	16881	22.06666667	1	0.679186869	71.23534253
GOTERM_MF_DIRECT	GO:0005548~phospholipid transporter activity	2	1.047120419	0.095745124	"CETP, MFSD2A"	170	10	16881	19.86	1	0.705108384	74.95537433
GOTERM_MF_DIRECT	GO:0046790~virion binding	2	1.047120419	0.095745124	"CRP, CLEC4M"	170	10	16881	19.86	1	0.705108384	74.95537433
