Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	14	7.329842931937172	1.8504037765354066E-4	CRHBP, CRP, CCL19, CHST4, CD5L, CXCL6, CCL5, ECM1, CXCL12, CCL21, CXCL13, IL1RAP, VNN1, THBS1	177	379	16792	3.5044348046449922	0.20973989404321902	0.021172034226940584	0.3008920010719729
GOTERM_BP_DIRECT	GO:0006910~phagocytosis, recognition	5	2.6178010471204187	1.9616864423352816E-4	IGHD, IGKC, IGHM, IGLL5, IGLC1	177	28	16792	16.941081517352703	0.22084945164566683	0.02058117222016398	0.3189604293034609
GOTERM_BP_DIRECT	GO:0042738~exogenous drug catabolic process	4	2.094240837696335	2.3228771234779226E-4	CYP2B6, CYP2C8, CYP2A6, CYP1A2	177	12	16792	31.62335216572505	0.25584377953218085	0.022474694441892873	0.377584039106893
GOTERM_BP_DIRECT	GO:0006957~complement activation, alternative pathway	4	2.094240837696335	2.9965028063752005E-4	CFP, C7, C9, VSIG4	177	13	16792	29.190786614515428	0.31696711657981624	0.02686206885476372	0.4868314484060665
GOTERM_BP_DIRECT	GO:0010560~positive regulation of glycoprotein biosynthetic process	3	1.5706806282722512	3.25448358246885E-4	CCL21, CCL19, IGF1	177	3	16792	94.87005649717514	0.3390239609199771	0.027225044266704912	0.5286405238270953
GOTERM_BP_DIRECT	GO:0019221~cytokine-mediated signaling pathway	8	4.18848167539267	4.623659375036419E-4	ASPN, BGN, SOCS2, SOCS3, LIFR, DCN, GHR, IL13RA2	177	131	16792	5.793591236468711	0.4447103891285422	0.03609890915807168	0.7502571207831044
GOTERM_BP_DIRECT	GO:0006911~phagocytosis, engulfment	5	2.6178010471204187	4.737960690602886E-4	IGHD, IGKC, IGHM, IGLL5, IGLC1	177	35	16792	13.552865213882164	0.45272913481193866	0.034838172736636364	0.7687371080789873
GOTERM_BP_DIRECT	GO:0046426~negative regulation of JAK-STAT cascade	5	2.6178010471204187	7.939630039080715E-4	ASPN, BGN, SOCS2, SOCS3, DCN	177	40	16792	11.858757062146893	0.6358983067268764	0.05458283463790836	1.285065721955958
GOTERM_BP_DIRECT	GO:0019373~epoxygenase P450 pathway	4	2.094240837696335	8.226001357433834E-4	CYP2B6, CYP2C8, CYP2A6, CYP1A2	177	18	16792	21.08223477715003	0.6489329231255987	0.053603417570073586	1.331125343640116
GOTERM_BP_DIRECT	GO:0070098~chemokine-mediated signaling pathway	6	3.1413612565445024	8.898209040428188E-4	CXCL13, CCL21, CCL19, CXCL6, CCL5, CXCL12	177	71	16792	8.017187873000717	0.6777269339938106	0.05504484069668858	1.439163193107762
GOTERM_BP_DIRECT	GO:2000107~negative regulation of leukocyte apoptotic process	3	1.5706806282722512	0.0015938019967417596	CCL21, CCL19, CXCL12	177	6	16792	47.43502824858757	0.868524325434044	0.0920953142759049	2.5639577455121465
GOTERM_BP_DIRECT	GO:0050853~B cell receptor signaling pathway	5	2.6178010471204187	0.002452191659515685	IGHD, IGKC, IGHM, IGLL5, IGLC1	177	54	16792	8.784264490479181	0.9559759180487569	0.13234003403243044	3.9191592912322992
GOTERM_BP_DIRECT	GO:0040014~regulation of multicellular organism growth	4	2.094240837696335	0.002464663040014206	FGFR2, IGF1, NPY1R, GHR	177	26	16792	14.595393307257714	0.9566704820907778	0.1275717240056815	3.938717733617403
GOTERM_BP_DIRECT	GO:0017144~drug metabolic process	4	2.094240837696335	0.002751555374557153	CYP2B6, CYP2C8, CYP2A6, CYP1A2	177	27	16792	14.054823184766688	0.9699472912246573	0.13587119087777244	4.387610842301159
GOTERM_BP_DIRECT	GO:0030449~regulation of complement activation	4	2.094240837696335	0.003732441670360749	CFP, C7, C9, C6	177	30	16792	12.649340866290018	0.991404771937799	0.1732574383423099	5.90755013781441
GOTERM_BP_DIRECT	GO:0060670~branching involved in labyrinthine layer morphogenesis	3	1.5706806282722512	0.003746713057613746	FGFR2, SOCS3, RSPO3	177	9	16792	31.62335216572505	0.9915599702958057	0.1677687889591658	5.929496148626267
GOTERM_BP_DIRECT	GO:0002544~chronic inflammatory response	3	1.5706806282722512	0.003746713057613746	CXCL13, VNN1, THBS1	177	9	16792	31.62335216572505	0.9915599702958057	0.1677687889591658	5.929496148626267
GOTERM_BP_DIRECT	GO:2000406~positive regulation of T cell migration	3	1.5706806282722512	0.0046512221800926725	CCL21, CCL5, CXCL12	177	10	16792	28.46101694915254	0.9973419342089537	0.19718857313975913	7.310656673598437
GOTERM_BP_DIRECT	GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling	5	2.6178010471204187	0.004802875351288723	PDGFRA, IGF1, DCN, HGF, CCL5	177	65	16792	7.297696653628857	0.9978102668524977	0.19644802812594464	7.540355391634201
GOTERM_BP_DIRECT	GO:0045087~innate immune response	12	6.282722513089005	0.005741514131513709	MARCO, PGLYRP2, IGHD, C6, IL1RAP, VNN1, IGKC, IGHM, DEFB1, IGLL5, IGLC1, CLEC4M	177	430	16792	2.647536460386283	0.999340647524741	0.22319072667988682	8.950203388944534
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	6	3.1413612565445024	0.006035394059530331	HAMP, CCL21, CRHBP, CCL19, THBS1, CCL5	177	110	16792	5.174730354391372	0.9995473004086683	0.22638122091486712	9.38745059781214
GOTERM_BP_DIRECT	GO:0050921~positive regulation of chemotaxis	3	1.5706806282722512	0.006728516999022089	CCL21, CCL19, THBS1	177	12	16792	23.717514124293785	0.9998135965276361	0.24196010207950525	10.410915680205711
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	6	3.1413612565445024	0.007259756801952699	PTGIS, C6, CCBE1, HGF, THBS1, ECM1	177	115	16792	4.949742078113486	0.9999056117118456	0.25145796948657595	11.187988523166059
GOTERM_BP_DIRECT	GO:0030199~collagen fibril organization	4	2.094240837696335	0.007843336786748967	COL14A1, LUM, ADAMTS2, DPT	177	39	16792	9.730262204838477	0.999955323172491	0.2617825396692611	12.03432823148578
GOTERM_BP_DIRECT	GO:2000147~positive regulation of cell motility	3	1.5706806282722512	0.009150562205490686	EPCAM, CCL21, CCL19	177	14	16792	20.329297820823246	0.9999916487246536	0.29101052463841215	13.902747096973789
GOTERM_BP_DIRECT	GO:0008202~steroid metabolic process	4	2.094240837696335	0.01027362618814978	CYP2B6, CYP2C8, AKR1B10, CYP2A6	177	43	16792	8.825121534620942	0.9999980263856344	0.31291970377782485	15.478131659121141
GOTERM_BP_DIRECT	GO:0030214~hyaluronan catabolic process	3	1.5706806282722512	0.010486123618542597	LYVE1, STAB2, HMMR	177	15	16792	18.974011299435027	0.9999984980943147	0.310966917874945	15.773152947161396
GOTERM_BP_DIRECT	GO:0007405~neuroblast proliferation	3	1.5706806282722512	0.01190224131361408	ID4, HHIP, RACGAP1	177	16	16792	17.78813559322034	0.9999997570645811	0.3374334872711142	17.714677396872847
GOTERM_BP_DIRECT	GO:0050830~defense response to Gram-positive bacterium	5	2.6178010471204187	0.012229193551254795	PGLYRP2, FCN2, CRP, PLA2G2A, DEFB1	177	85	16792	5.5805915586573605	0.9999998405336101	0.3375961123002189	18.156926633337665
GOTERM_BP_DIRECT	GO:0002407~dendritic cell chemotaxis	3	1.5706806282722512	0.013397099744817493	CCL21, CCL19, CCL5	177	17	16792	16.74177467597208	0.9999999645907053	0.3559023345381137	19.718534995943614
GOTERM_BP_DIRECT	GO:0006898~receptor-mediated endocytosis	7	3.664921465968586	0.01373817747997997	MARCO, CETP, CD5L, COLEC11, STAB2, IGKC, IGLC1	177	186	16792	3.570378470323796	0.9999999771909777	0.3559009379332688	20.169286762965754
GOTERM_BP_DIRECT	GO:0006508~proteolysis	12	6.282722513089005	0.016467098494710203	GZMK, CNDP1, FCN3, FCN2, F9, COLEC11, HGF, IGKC, IGLC1, HGFAC, TMEM27, HABP2	177	500	16792	2.276881355932203	0.9999999993278418	0.4025799520949439	23.691112188735087
GOTERM_BP_DIRECT	GO:0045926~negative regulation of growth	3	1.5706806282722512	0.01661592038191796	MT1M, GPC3, MT1F	177	19	16792	14.979482604817127	0.9999999994455324	0.3979728212108601	23.87891802056569
GOTERM_BP_DIRECT	GO:0048146~positive regulation of fibroblast proliferation	4	2.094240837696335	0.01899587826199729	CCNB1, PDGFRA, ESR1, IGF1	177	54	16792	7.027411592383344	0.9999999999745728	0.4329627479205933	26.823986091121586
GOTERM_BP_DIRECT	GO:0006469~negative regulation of protein kinase activity	5	2.6178010471204187	0.020328450316629124	ASPN, BGN, SOCS2, SOCS3, DCN	177	99	16792	4.791416994806825	0.9999999999954877	0.44773788871306885	28.42591886377621
GOTERM_BP_DIRECT	GO:0060045~positive regulation of cardiac muscle cell proliferation	3	1.5706806282722512	0.02199095473301687	FGFR2, CCNB1, ZFPM2	177	22	16792	12.936825885978429	0.9999999999994799	0.46663419830138875	30.37833841369697
GOTERM_BP_DIRECT	GO:0002576~platelet degranulation	5	2.6178010471204187	0.023126905870079224	IGF1, HGF, THBS1, ECM1, SPP2	177	103	16792	4.60534254840656	0.9999999999998814	0.47639630473272465	31.68351328235426
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	4	2.094240837696335	0.023974022837451228	CCNB1, DCN, THBS1, CXCL12	177	59	16792	6.431868237096619	0.9999999999999607	0.4814573389812048	32.641839213410364
GOTERM_BP_DIRECT	GO:0050679~positive regulation of epithelial cell proliferation	4	2.094240837696335	0.025046242522439054	FGFR2, ID1, IGF1, CCL5	177	60	16792	6.324670433145009	0.9999999999999902	0.4894051137664991	33.83673104819997
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	4	2.094240837696335	0.025046242522439054	FGFR2, IGF1, THBS1, CCL5	177	60	16792	6.324670433145009	0.9999999999999902	0.4894051137664991	33.83673104819997
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	8	4.18848167539267	0.02562260422151605	MARCO, LY6E, TACSTD2, CXCL13, LIFR, NPY1R, IL7R, CLEC1B	177	274	16792	2.769928656851829	0.9999999999999954	0.49023815750682487	34.47078365395024
GOTERM_BP_DIRECT	GO:0001523~retinoid metabolic process	4	2.094240837696335	0.026143966834111253	GPC3, RBP1, AKR1B10, BCO2	177	61	16792	6.220987311290173	0.9999999999999977	0.4903093440245444	35.03941510382626
GOTERM_BP_DIRECT	GO:0002040~sprouting angiogenesis	3	1.5706806282722512	0.027982100075330443	RSPO3, CCBE1, THBS1	177	25	16792	11.384406779661017	0.9999999999999998	0.5073010813638762	37.0074698773735
GOTERM_BP_DIRECT	GO:0034112~positive regulation of homotypic cell-cell adhesion	2	1.0471204188481675	0.031116964125433962	ANK3, CCL5	177	3	16792	63.2467043314501	1.0	0.5384952798286015	40.23537355810036
GOTERM_BP_DIRECT	GO:0060491~regulation of cell projection assembly	2	1.0471204188481675	0.031116964125433962	FAM110C, CCL19	177	3	16792	63.2467043314501	1.0	0.5384952798286015	40.23537355810036
GOTERM_BP_DIRECT	GO:0060523~prostate epithelial cord elongation	2	1.0471204188481675	0.031116964125433962	FGFR2, ESR1	177	3	16792	63.2467043314501	1.0	0.5384952798286015	40.23537355810036
GOTERM_BP_DIRECT	GO:0030573~bile acid catabolic process	2	1.0471204188481675	0.031116964125433962	CYP39A1, AKR1D1	177	3	16792	63.2467043314501	1.0	0.5384952798286015	40.23537355810036
GOTERM_BP_DIRECT	GO:0035690~cellular response to drug	4	2.094240837696335	0.0358387202433114	CD69, CRHBP, FBP1, PRKAA2	177	69	16792	5.4997134201260955	1.0	0.5835216073493918	44.80557128950403
GOTERM_BP_DIRECT	GO:0030203~glycosaminoglycan metabolic process	3	1.5706806282722512	0.0368544993748394	BGN, GPC3, DCN	177	29	16792	9.814143775569843	1.0	0.5870916665617203	45.74488341322235
GOTERM_BP_DIRECT	GO:0000281~mitotic cytokinesis	3	1.5706806282722512	0.0368544993748394	ANK3, ANLN, RACGAP1	177	29	16792	9.814143775569843	1.0	0.5870916665617203	45.74488341322235
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	6	3.1413612565445024	0.03724500788237009	FGFR2, CCL21, PDGFRA, PLA2G2A, CCL19, CCL5	177	175	16792	3.2526876513317196	1.0	0.5843144476101612	46.10198545394065
GOTERM_BP_DIRECT	GO:0071347~cellular response to interleukin-1	4	2.094240837696335	0.038513556202999844	PTGIS, CCL21, CCL19, CCL5	177	71	16792	5.344791915333811	1.0	0.590205443017309	47.24685125166872
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	5	2.6178010471204187	0.03951631919419964	CXCL14, CXCL6, CCL5, DEFB1, CXCL12	177	122	16792	3.8881170695563583	1.0	0.5933223449812481	48.135650618328974
GOTERM_BP_DIRECT	GO:1903237~negative regulation of leukocyte tethering or rolling	2	1.0471204188481675	0.041273817680675035	CCL21, CXCL12	177	4	16792	47.43502824858757	1.0	0.6032258446031125	49.65959693270467
GOTERM_BP_DIRECT	GO:0051450~myoblast proliferation	2	1.0471204188481675	0.041273817680675035	IGF1, HGF	177	4	16792	47.43502824858757	1.0	0.6032258446031125	49.65959693270467
GOTERM_BP_DIRECT	GO:0033634~positive regulation of cell-cell adhesion mediated by integrin	2	1.0471204188481675	0.041273817680675035	CXCL13, CCL5	177	4	16792	47.43502824858757	1.0	0.6032258446031125	49.65959693270467
GOTERM_BP_DIRECT	GO:0043552~positive regulation of phosphatidylinositol 3-kinase activity	3	1.5706806282722512	0.04164239734818602	CCL21, PDGFRA, CCL19	177	31	16792	9.180973209404046	1.0	0.6002877879217667	49.97381862493143
GOTERM_BP_DIRECT	GO:0007259~JAK-STAT cascade	3	1.5706806282722512	0.04411918673745124	SOCS2, SOCS3, GHR	177	32	16792	8.89406779661017	1.0	0.6157982123243833	52.03806065435985
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	6	3.1413612565445024	0.04457150422457998	FAM110C, PDGFRA, IGF1, HGF, THBS1, CCL5	177	184	16792	3.0935887988209285	1.0	0.6135586691293362	52.40629539315241
GOTERM_BP_DIRECT	GO:0006805~xenobiotic metabolic process	4	2.094240837696335	0.04864905195733562	CYP2B6, CYP2C8, CYP26A1, CYP1A2	177	78	16792	4.865131102419238	1.0	0.6405519424916619	55.60814956550959
GOTERM_BP_DIRECT	GO:0030282~bone mineralization	3	1.5706806282722512	0.049231448954556084	ASPN, FGFR2, GPC3	177	34	16792	8.37088733798604	1.0	0.6391556312874147	56.04861233962293
GOTERM_BP_DIRECT	GO:0001837~epithelial to mesenchymal transition	3	1.5706806282722512	0.049231448954556084	FGFR2, FAM83D, HGF	177	34	16792	8.37088733798604	1.0	0.6391556312874147	56.04861233962293
GOTERM_BP_DIRECT	GO:0050728~negative regulation of inflammatory response	4	2.094240837696335	0.050193528964755256	PTGIS, SOCS3, PBK, HGF	177	79	16792	4.803547164413931	1.0	0.6406661822446602	56.76725333148639
GOTERM_BP_DIRECT	GO:0007267~cell-cell signaling	7	3.664921465968586	0.0510886215461225	FGFR2, CXCL14, CXCL13, CCL21, CHST4, CXCL6, CCL5	177	254	16792	2.614529116063882	1.0	0.6416366615637573	57.42594006593442
GOTERM_BP_DIRECT	GO:0050918~positive chemotaxis	3	1.5706806282722512	0.0518641917112722	HGF, CCL5, CXCL12	177	35	16792	8.131719128329298	1.0	0.6417118891739764	57.989043477662364
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	10	5.2356020942408374	0.0571610030908094	FGFR2, EPCAM, PDGFRA, LIFR, TTK, IGF1, ID4, HGF, THBS1, PLAC8	177	466	16792	2.0358381222569775	1.0	0.6728893115684291	61.651915583735885
GOTERM_BP_DIRECT	GO:0051897~positive regulation of protein kinase B signaling	4	2.094240837696335	0.05826847856489664	CCL21, FAM110C, CCL19, THBS1	177	84	16792	4.517621737960721	1.0	0.6747003948924546	62.37886523522771
GOTERM_BP_DIRECT	GO:0060527~prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis	2	1.0471204188481675	0.061270993659701505	FGFR2, ESR1	177	6	16792	31.62335216572505	1.0	0.6882652266805844	64.28519706599153
GOTERM_BP_DIRECT	GO:0032754~positive regulation of interleukin-5 production	2	1.0471204188481675	0.061270993659701505	IL1RAP, IL33	177	6	16792	31.62335216572505	1.0	0.6882652266805844	64.28519706599153
GOTERM_BP_DIRECT	GO:0071286~cellular response to magnesium ion	2	1.0471204188481675	0.061270993659701505	ANK3, FBP1	177	6	16792	31.62335216572505	1.0	0.6882652266805844	64.28519706599153
GOTERM_BP_DIRECT	GO:0019800~peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan	2	1.0471204188481675	0.061270993659701505	BGN, DCN	177	6	16792	31.62335216572505	1.0	0.6882652266805844	64.28519706599153
GOTERM_BP_DIRECT	GO:0032914~positive regulation of transforming growth factor beta1 production	2	1.0471204188481675	0.061270993659701505	LUM, THBS1	177	6	16792	31.62335216572505	1.0	0.6882652266805844	64.28519706599153
GOTERM_BP_DIRECT	GO:0001768~establishment of T cell polarity	2	1.0471204188481675	0.061270993659701505	CCL21, CCL19	177	6	16792	31.62335216572505	1.0	0.6882652266805844	64.28519706599153
GOTERM_BP_DIRECT	GO:0006928~movement of cell or subcellular component	4	2.094240837696335	0.061659932055507724	LYVE1, IGF1, VNN1, CHST4	177	86	16792	4.412560767310471	1.0	0.6854088755657826	64.52539675688386
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	4	2.094240837696335	0.07052986407604991	SOCS2, ESR1, CYP1A2, GHR	177	91	16792	4.170112373502204	1.0	0.7302743456240055	69.60869039955516
GOTERM_BP_DIRECT	GO:0043654~recognition of apoptotic cell	2	1.0471204188481675	0.07111349962556818	FCN3, FCN2	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:0072112~glomerular visceral epithelial cell differentiation	2	1.0471204188481675	0.07111349962556818	PROM1, BASP1	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:2000503~positive regulation of natural killer cell chemotaxis	2	1.0471204188481675	0.07111349962556818	CXCL14, CCL5	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:0048251~elastic fiber assembly	2	1.0471204188481675	0.07111349962556818	FBLN5, MFAP4	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:2000096~positive regulation of Wnt signaling pathway, planar cell polarity pathway	2	1.0471204188481675	0.07111349962556818	GPC3, RSPO3	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:0051988~regulation of attachment of spindle microtubules to kinetochore	2	1.0471204188481675	0.07111349962556818	NEK2, RACGAP1	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:0061051~positive regulation of cell growth involved in cardiac muscle cell development	2	1.0471204188481675	0.07111349962556818	HAMP, IGF1	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:0032736~positive regulation of interleukin-13 production	2	1.0471204188481675	0.07111349962556818	IL1RAP, IL33	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:0002606~positive regulation of dendritic cell antigen processing and presentation	2	1.0471204188481675	0.07111349962556818	CCL21, CCL19	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:0019441~tryptophan catabolic process to kynurenine	2	1.0471204188481675	0.07111349962556818	TDO2, KMO	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:0060687~regulation of branching involved in prostate gland morphogenesis	2	1.0471204188481675	0.07111349962556818	FGFR2, ESR1	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:0001867~complement activation, lectin pathway	2	1.0471204188481675	0.07111349962556818	FCN3, FCN2	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:0030388~fructose 1,6-bisphosphate metabolic process	2	1.0471204188481675	0.07111349962556818	ALDOB, FBP1	177	7	16792	27.10573042776433	1.0	0.728351795363718	69.91795563953463
GOTERM_BP_DIRECT	GO:0002548~monocyte chemotaxis	3	1.5706806282722512	0.07160175201165095	CCL21, CCL19, CCL5	177	42	16792	6.776432606941081	1.0	0.7259805185102459	70.17440616251838
GOTERM_BP_DIRECT	GO:0018108~peptidyl-tyrosine phosphorylation	5	2.6178010471204187	0.07749130791713624	FGFR2, EFEMP1, PDGFRA, TTK, EPHA3	177	153	16792	3.1003286436985342	1.0	0.7500398780842397	73.11048638236642
GOTERM_BP_DIRECT	GO:0006094~gluconeogenesis	3	1.5706806282722512	0.0776243938319425	SDS, ALDOB, FBP1	177	44	16792	6.4684129429892145	1.0	0.745998409181333	73.17358560304214
GOTERM_BP_DIRECT	GO:0034695~response to prostaglandin E	2	1.0471204188481675	0.08085338786292753	CCL21, CCL19	177	8	16792	23.717514124293785	1.0	0.7561195292507755	74.6626044035722
GOTERM_BP_DIRECT	GO:0060396~growth hormone receptor signaling pathway	2	1.0471204188481675	0.08085338786292753	SOCS2, GHR	177	8	16792	23.717514124293785	1.0	0.7561195292507755	74.6626044035722
GOTERM_BP_DIRECT	GO:0002221~pattern recognition receptor signaling pathway	2	1.0471204188481675	0.08085338786292753	MARCO, PGLYRP2	177	8	16792	23.717514124293785	1.0	0.7561195292507755	74.6626044035722
GOTERM_BP_DIRECT	GO:0040036~regulation of fibroblast growth factor receptor signaling pathway	2	1.0471204188481675	0.08085338786292753	FGFR2, HHIP	177	8	16792	23.717514124293785	1.0	0.7561195292507755	74.6626044035722
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	5	2.6178010471204187	0.08329797905527654	PLCXD3, PTGDS, APOF, RDH16, THRSP	177	157	16792	3.021339378890928	1.0	0.7622999349861729	75.73792209341279
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	4	2.094240837696335	0.08783893841871641	IGF1, STAB2, CYP1A2, CLEC4M	177	100	16792	3.7948022598870055	1.0	0.7767153940931136	77.62262270379942
GOTERM_BP_DIRECT	GO:0097267~omega-hydroxylase P450 pathway	2	1.0471204188481675	0.09049172221468822	CYP2C8, CYP1A2	177	9	16792	21.08223477715003	1.0	0.7828624067926355	78.65912942115578
GOTERM_BP_DIRECT	GO:0010863~positive regulation of phospholipase C activity	2	1.0471204188481675	0.09049172221468822	PDGFRA, ESR1	177	9	16792	21.08223477715003	1.0	0.7828624067926355	78.65912942115578
GOTERM_BP_DIRECT	GO:0006569~tryptophan catabolic process	2	1.0471204188481675	0.09049172221468822	TDO2, KMO	177	9	16792	21.08223477715003	1.0	0.7828624067926355	78.65912942115578
GOTERM_BP_DIRECT	GO:0000082~G1/S transition of mitotic cell cycle	4	2.094240837696335	0.09190775509008473	CCNE2, RRM2, ID4, CDKN3	177	102	16792	3.720394372438241	1.0	0.784093124512315	79.19378899401663
